,Chromosome,Start,End,Strand,TCGA.K4.A5RI.11A.11R.A28M.07,TCGA.K4.A54R.11A.11R.A26T.07,TCGA.K4.A3WV.11A.21R.A22U.07,TCGA.GC.A3BM.11A.11R.A22U.07,TCGA.GC.A3WC.11A.11R.A22U.07,TCGA.GD.A3OP.11A.11R.A220.07,TCGA.GD.A3OQ.11A.21R.A220.07,TCGA.BT.A20R.11A.11R.A16R.07,TCGA.GD.A2C5.11A.11R.A180.07,TCGA.BT.A2LA.11A.11R.A18C.07,TCGA.BT.A2LB.11A.11R.A18C.07,TCGA.BL.A13J.11A.13R.A10U.07,TCGA.BT.A20W.11A.11R.A14Y.07,TCGA.BT.A20U.11A.11R.A14Y.07,TCGA.BT.A20Q.11A.11R.A14Y.07,TCGA.BT.A20N.11A.11R.A14Y.07,TCGA.CU.A0YR.11A.13R.A10U.07,TCGA.CU.A0YN.11A.11R.A10U.07,TCGA.GC.A6I3.11A.11R.A31N.07
138,chr10,116697995,116698133,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,chr10,116697995,116698140,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,chr10,116730126,116734144,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,chr10,116730199,116731824,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,chr10,11893995,11894214,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,chr10,119049696,119049859,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,chr10,11978543,11994248,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,chr10,11990367,11994248,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,chr10,11990367,12077440,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,chr10,11997230,12006124,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,chr10,12039670,12056183,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,chr10,12039670,12077440,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,chr10,120445494,120446153,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,chr10,120445494,120454742,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,chr10,120445494,120489922,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,chr10,120450776,120454742,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,chr10,120450776,120489922,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,chr10,120460817,120489922,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,chr10,120488806,120489922,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,chr10,12070743,12077440,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,chr10,120797749,120802284,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,chr10,120797749,120803654,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,chr10,120817832,120818723,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,chr10,120867479,120877179,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,chr10,120871360,120879964,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,chr10,12123470,12126750,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,chr10,12123470,12133683,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,chr10,12123470,12136270,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,chr10,12123470,12143180,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,chr10,12123470,12155063,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,chr10,12123470,12162266,+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,chr10,12126538,12133683,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,chr10,12130984,12143180,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,chr10,121335924,121336122,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,chr10,12160747,12162266,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,chr10,121671555,121689274,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,chr10,121685547,121693299,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,chr10,121700820,121700925,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,chr10,121700820,121700926,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,chr10,121700820,121700928,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,chr10,12257738,12259466,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,chr10,122640337,122649521,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,chr10,122666367,122668046,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,chr10,12277046,12280484,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,chr10,123243211,123247627,-,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
183,chr10,123244716,123244908,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,chr10,123298105,123310973,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,chr10,123298105,123325218,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,chr10,123298105,123353481,-,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
187,chr10,123549683,123629553,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,chr10,123549683,123683844,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,chr10,123596232,123629553,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,chr10,123596232,123683844,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,chr10,123629520,123683844,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,chr10,123658355,123673408,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,chr10,123661905,123681926,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,chr10,123661905,123683844,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,chr10,123721244,123721355,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,chr10,123970672,123970867,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,chr10,123970937,123971128,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,chr10,123971223,123972821,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,chr10,124057282,124058649,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,chr10,124066703,124066823,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,chr10,124090773,124090937,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,chr10,124091773,124091897,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,chr10,124096197,124097508,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,chr10,124151818,124177484,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,chr10,124159904,124163202,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,chr10,124357489,124380896,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,chr10,124596539,124596919,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,chr10,124610092,124615160,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,chr10,124746478,124746657,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,chr10,124793871,124802687,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,chr10,125798030,125806240,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,chr10,12595223,12595355,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,chr10,126301871,126301973,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,chr10,126301871,126302020,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,chr10,126370175,126370948,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,chr10,126370175,126384781,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,chr10,126495399,126508019,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,chr10,126631025,126631876,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,chr10,126631025,126655350,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,chr10,126681770,126681898,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,chr10,126727565,126727724,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,chr10,127519988,127522515,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,chr10,127529899,127529992,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,chr10,127555558,127569640,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,chr10,127782553,127798409,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,chr10,128768965,128785881,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,chr10,128768965,128788867,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,chr10,128768965,128796513,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,chr10,128768965,128798571,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,chr10,128768965,128807068,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,chr10,128768965,128810638,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,chr10,128768965,128817099,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,chr10,128768965,128836080,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,chr10,128768965,128841428,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,chr10,128768965,128851079,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,chr10,128768965,128860040,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,chr10,128768965,128904565,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,chr10,128768965,128908618,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,chr10,128768965,128926028,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,chr10,128768965,129046373,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,chr10,128768965,129055693,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
